"product","product.href","Manufacturer","name","socket","image","form_factor","chipset","max_memory","memory_type","memory_slots","m2_slot","price","category"
"MSI X670E GAMING PLUS WIFI","https://pcpartpicker.com/product/4jKscf/msi-x670e-gaming-plus-wifi-atx-am5-motherboard-x670e-gaming-plus-wifi","MSI","MSI X670E GAMING PLUS WIFI ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/f8d60a74e775beebaf456eebb23c4ca4.256p.jpg","ATX","AMD X670E",192,"DDR5","4","2280/22110 M-key
                        
                            2260/2280 M-key
                        
                            2260/2280 M-key
                        
                            2260/2280 M-key
                        
                            2230 E-key",229.99,"MOBO"
"Asus PRIME B650M-A AX II","https://pcpartpicker.com/product/9HVmP6/asus-prime-b650m-a-ax-ii-micro-atx-am5-motherboard-prime-b650m-a-ax-ii","Asus","Asus PRIME B650M-A AX II Micro ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/5d5ee347c25c68a482c14cd91df23cbb.256p.jpg","Micro ATX","AMD B650",192,"DDR5","4","",169.99,"MOBO"
"MSI B850 GAMING PLUS WIFI","https://pcpartpicker.com/product/4XHp99/msi-b850-gaming-plus-wifi-atx-am5-motherboard-b850-gaming-plus-wifi","MSI","MSI B850 GAMING PLUS WIFI ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/2bbb6b8dc2a1b1dbd36d70f7733677f3.256p.jpg","ATX","AMD B850",256,"DDR5","4","",249.99,"MOBO"
"Gigabyte X870 AORUS ELITE WIFI7","https://pcpartpicker.com/product/836NnQ/gigabyte-x870-aorus-elite-wifi7-atx-am5-motherboard-x870-aorus-elite-wifi7","Gigabyte","Gigabyte X870 AORUS ELITE WIFI7 ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/a6142ac6b6282d5d01bf025a8e7418a0.256p.jpg","ATX","AMD X870",256,"DDR5","4","",299.99,"MOBO"
"ASRock B850M Steel Legend WiFi","https://pcpartpicker.com/product/qxYfrH/asrock-b850m-steel-legend-wifi-micro-atx-am5-motherboard-b850m-steel-legend-wifi","ASRock","ASRock B850M Steel Legend WiFi Micro ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/b79a4103bd136cf3dcfcfdb299453e0e.256p.jpg","Micro ATX","AMD B850",256,"DDR5","4","2280 M-key
                        
                            2260/2280 M-key
                        
                            2260/2280 M-key
                        
                            2230 E-key",169.99,"MOBO"
"MSI PRO B850-P WIFI","https://pcpartpicker.com/product/Ypbypg/msi-pro-b850-p-wifi-atx-am5-motherboard-pro-b850-p-wifi","MSI","MSI PRO B850-P WIFI ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/5b18758444f0beaee3b10e125a16688e.256p.jpg","ATX","AMD B850",256,"DDR5","4","",219.99,"MOBO"
"Gigabyte A620I AX","https://pcpartpicker.com/product/Hp3NnQ/gigabyte-a620i-ax-mini-itx-am5-motherboard-a620i-ax","Gigabyte","Gigabyte A620I AX Mini ITX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/69a825f37db70263d7e51fb24fb8e887.256p.jpg","Mini ITX","AMD A620",96,"DDR5","2","",144.99,"MOBO"
"ASRock B450M PRO4 R2.0","https://pcpartpicker.com/product/cYJp99/asrock-b450m-pro4-r20-micro-atx-am4-motherboard-b450m-pro4-r20","ASRock","ASRock B450M PRO4 R2.0 Micro ATX AM4 Motherboard","AM4","//cdna.pcpartpicker.com/static/forever/images/product/c289ccdec3ef04b9f29b7e33e59e7c02.256p.jpg","Micro ATX","AMD B450",128,"DDR4","4","",112.58,"MOBO"
"Gigabyte Z790 S WIFI DDR4 (rev. 1.0)","https://pcpartpicker.com/product/P3GhP6/gigabyte-z790-s-wifi-ddr4-rev-10-atx-lga1700-motherboard-z790-s-wifi-ddr4-rev-10","Gigabyte","Gigabyte Z790 S WIFI DDR4 (rev. 1.0) ATX LGA1700 Motherboard","LGA1700","//cdna.pcpartpicker.com/static/forever/images/product/16f18e0e04094d4f438827f7542a2ac0.256p.jpg","ATX","Intel Z790",128,"DDR4","4","",119.99,"MOBO"
"Asus Prime B450M-A II","https://pcpartpicker.com/product/kthmP6/asus-prime-b450m-a-ii-micro-atx-am4-motherboard-prime-b450m-a-ii","Asus","Asus Prime B450M-A II Micro ATX AM4 Motherboard","AM4","//cdna.pcpartpicker.com/static/forever/images/product/dbeb8cc8ade3dfcbfed111e7b3b4d00f.256p.jpg","Micro ATX","AMD B450",128,"DDR4","4","",130,"MOBO"
"ASRock B550M-HDV","https://pcpartpicker.com/product/LKLwrH/asrock-b550m-hdv-micro-atx-am4-motherboard-b550m-hdv","ASRock","ASRock B550M-HDV Micro ATX AM4 Motherboard","AM4","//cdna.pcpartpicker.com/static/forever/images/product/f50779cfddeda830b0af852915702a00.256p.jpg","Micro ATX","AMD B550",64,"DDR4","2","",74.98,"MOBO"
"MSI PRO Z790-S WIFI","https://pcpartpicker.com/product/FDJp99/msi-pro-z790-s-wifi-atx-lga1700-motherboard-pro-z790-s-wifi","MSI","MSI PRO Z790-S WIFI ATX LGA1700 Motherboard","LGA1700","https://m.media-amazon.com/images/I/51+dfv0MxUL.jpg","ATX","Intel Z790",192,"DDR5","4","2242/2260/2280/22110 M-key
                        
                            2242/2260/2280 M-key
                        
                            2230 E-key",129.99,"MOBO"
"MSI PRO B760-P WIFI DDR4","https://pcpartpicker.com/product/yMGbt6/msi-pro-b760-p-wifi-ddr4-atx-lga1700-motherboard-pro-b760-p-wifi-ddr4","MSI","MSI PRO B760-P WIFI DDR4 ATX LGA1700 Motherboard","LGA1700","//cdna.pcpartpicker.com/static/forever/images/product/28e8ce6b41464b892862574420f45b63.256p.jpg","ATX","Intel B760",128,"DDR4","4","",155.15,"MOBO"
"MSI MAG B550 TOMAHAWK","https://pcpartpicker.com/product/3Mxbt6/msi-mag-b550-tomahawk-atx-am4-motherboard-mag-b550-tomahawk","MSI","MSI MAG B550 TOMAHAWK ATX AM4 Motherboard","AM4","//cdna.pcpartpicker.com/static/forever/images/product/b4c7550465b4b8115e71249aaf216a65.256p.jpg","ATX","AMD B550",128,"DDR4","4","",162.87,"MOBO"
"Gigabyte B850 GAMING WIFI6","https://pcpartpicker.com/product/3f8Pxr/gigabyte-b850-gaming-wifi6-atx-am5-motherboard-b850-gaming-wifi6","Gigabyte","Gigabyte B850 GAMING WIFI6 ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/3138eb73b8a80dfd7e279a4c1d7ab934.256p.jpg","ATX","AMD B850",256,"DDR5","4","",172.95,"MOBO"
"Gigabyte X870E AORUS XTREME AI TOP","https://pcpartpicker.com/product/9sRwrH/gigabyte-x870e-aorus-xtreme-ai-top-eatx-am5-motherboard-x870e-aorus-xtreme-ai-top","Gigabyte","Gigabyte X870E AORUS XTREME AI TOP EATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/1b63f7fcd230dc74b5c8d669c1335f18.256p.jpg","EATX","AMD X870E",256,"DDR5","4","",799.99,"MOBO"
"Gigabyte B650 AORUS ELITE AX ICE","https://pcpartpicker.com/product/CwjRsY/gigabyte-b650-aorus-elite-ax-ice-atx-am5-motherboard-b650-aorus-elite-ax-ice","Gigabyte","Gigabyte B650 AORUS ELITE AX ICE ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/7352b7865a2e77e70371d5c81a01f5a7.256p.jpg","ATX","AMD B650",192,"DDR5","4","",188.31,"MOBO"
"Asus ProArt X870E-CREATOR WIFI","https://pcpartpicker.com/product/mFFmP6/asus-proart-x870e-creator-wifi-atx-am5-motherboard-proart-x870e-creator-wifi","Asus","Asus ProArt X870E-CREATOR WIFI ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/90a7314681e18b425d4240b917dd7d3e.256p.jpg","ATX","AMD X870E",256,"DDR5","4","",539.99,"MOBO"
"Gigabyte B850M AORUS ELITE WIFI6E ICE","https://pcpartpicker.com/product/Q8KnTW/gigabyte-b850m-aorus-elite-wifi6e-ice-micro-atx-am5-motherboard-b850m-aorus-elite-wifi6e-ice","Gigabyte","Gigabyte B850M AORUS ELITE WIFI6E ICE Micro ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/0b600a0ada98f511e01e72c821404686.256p.jpg","Micro ATX","AMD B850",256,"DDR5","4","",199.99,"MOBO"
"Asus TUF GAMING A520M-PLUS WIFI","https://pcpartpicker.com/product/T6YmP6/asus-tuf-gaming-a520m-plus-wifi-micro-atx-am4-motherboard-tuf-gaming-a520m-plus-wifi","Asus","Asus TUF GAMING A520M-PLUS WIFI Micro ATX AM4 Motherboard","AM4","//cdna.pcpartpicker.com/static/forever/images/product/e17b78b80ad50c2c96668bb12c1f190e.256p.jpg","Micro ATX","AMD A520",128,"DDR4","4","",111.99,"MOBO"
"ASRock X870E Taichi","https://pcpartpicker.com/product/6HkH99/asrock-x870e-taichi-eatx-am5-motherboard-x870e-taichi","ASRock","ASRock X870E Taichi EATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/23ef2a9c06fcdba69a77129c3df09ee6.256p.jpg","EATX","AMD X870E",256,"DDR5","4","2280 M-key
                        
                            2280 M-key
                        
                            2280 M-key
                        
                            2280 M-key
                        
                            2230 E-key",439.1,"MOBO"
"Gigabyte X870 GAMING WIFI6","https://pcpartpicker.com/product/n3cgXL/gigabyte-x870-gaming-wifi6-atx-am5-motherboard-x870-gaming-wifi6","Gigabyte","Gigabyte X870 GAMING WIFI6 ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/2a78caa1159b44ac04ac0b6245d7a20b.256p.jpg","ATX","AMD X870",256,"DDR5","4","",193.99,"MOBO"
"ASRock B550M Pro4","https://pcpartpicker.com/product/NT7p99/asrock-b550m-pro4-micro-atx-am4-motherboard-b550m-pro4","ASRock","ASRock B550M Pro4 Micro ATX AM4 Motherboard","AM4","https://m.media-amazon.com/images/I/51P4WIOlrnL.jpg","Micro ATX","AMD B550",128,"DDR4","4","",103.99,"MOBO"
"ASRock Z790 Lightning WiFi","https://pcpartpicker.com/product/WDMMnQ/asrock-z790-lightning-wifi-atx-lga1700-motherboard-z790-lightning-wifi","ASRock","ASRock Z790 Lightning WiFi ATX LGA1700 Motherboard","LGA1700","//cdna.pcpartpicker.com/static/forever/images/product/2e6342ab22eebed5107e254ef41879ff.256p.jpg","ATX","Intel Z790",256,"DDR5","4","2260/2280 M-key
                        
                            2260/2280 M-key
                        
                            2260/2280 M-key
                        
                            2230 E-key",159.99,"MOBO"
"ASRock B650M Pro RS","https://pcpartpicker.com/product/FcbRsY/asrock-b650m-pro-rs-micro-atx-am5-motherboard-b650m-pro-rs","ASRock","ASRock B650M Pro RS Micro ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/4dc751a89c74d335cae25cbc50b4c67e.256p.jpg","Micro ATX","AMD B650",256,"DDR5","4","2260/2280 M-key
                        
                            2260/2280 M-key
                        
                            2260/2280 M-key
                        
                            2230 E-key",129.99,"MOBO"
"Gigabyte B550 GAMING X V2","https://pcpartpicker.com/product/KxFbt6/gigabyte-b550-gaming-x-v2-atx-am4-motherboard-b550-gaming-x-v2","Gigabyte","Gigabyte B550 GAMING X V2 ATX AM4 Motherboard","AM4","//cdna.pcpartpicker.com/static/forever/images/product/09d3314474cf5fefa2bd5c5941bb33b5.256p.jpg","ATX","AMD B550",128,"DDR4","4","2242/2260/2280/22110 M-key
                        
                            2242/2260/2280/22110 M-key",109.99,"MOBO"
"Asus Z790-AYW WIFI W","https://pcpartpicker.com/product/g7LdnQ/asus-z790-ayw-wifi-w-atx-lga1700-motherboard-z790-ayw-wifi-w","Asus","Asus Z790-AYW WIFI W ATX LGA1700 Motherboard","LGA1700","//cdna.pcpartpicker.com/static/forever/images/product/1d1eedb305ec67d83af48722f3f8f263.256p.jpg","ATX","Intel Z790",192,"DDR5","4","2242/2260/2280/22110 M-key
                        
                            2242/2260/2280 M-key
                        
                            2242/2260/2280/22110 M-key",169.99,"MOBO"
"MSI MPG B550 GAMING PLUS","https://pcpartpicker.com/product/yKVG3C/msi-mpg-b550-gaming-plus-atx-am4-motherboard-mpg-b550-gaming-plus","MSI","MSI MPG B550 GAMING PLUS ATX AM4 Motherboard","AM4","//cdna.pcpartpicker.com/static/forever/images/product/607f7ca77131a0bf7dc6b75617795203.256p.jpg","ATX","AMD B550",128,"DDR4","4","",169.99,"MOBO"
"ASRock B850M-X","https://pcpartpicker.com/product/Vr7MnQ/asrock-b850m-x-micro-atx-am5-motherboard-b850m-x","ASRock","ASRock B850M-X Micro ATX AM5 Motherboard","AM5","https://m.media-amazon.com/images/I/51NfBtE6JML.jpg","Micro ATX","AMD B850",128,"DDR5","2","2280 M-key
                        
                            2260/2280 M-key
                        
                            2230 E-key",109.99,"MOBO"
"Asus ROG STRIX B650E-I GAMING WIFI","https://pcpartpicker.com/product/WQTp99/asus-rog-strix-b650e-i-gaming-wifi-mini-itx-am5-motherboard-rog-strix-b650e-i-gaming-wifi","Asus","Asus ROG STRIX B650E-I GAMING WIFI Mini ITX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/bf950d502a28575d015348684bf78a37.256p.jpg","Mini ITX","AMD B650E",96,"DDR5","2","",229.99,"MOBO"
"MSI PRO B650M-A WIFI","https://pcpartpicker.com/product/cRQcCJ/msi-pro-b650m-a-wifi-micro-atx-am5-motherboard-pro-b650m-a-wifi","MSI","MSI PRO B650M-A WIFI Micro ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/a7ffc5ab34c099836bb0ff9f9dfcab6d.256p.jpg","Micro ATX","AMD B650",192,"DDR5","4","2260/2280 M-key
                        
                            2260/2280 M-key",187,"MOBO"
"Asus ROG STRIX B850-A GAMING WIFI","https://pcpartpicker.com/product/d4CCmG/asus-rog-strix-b850-a-gaming-wifi-atx-am5-motherboard-rog-strix-b850-a-gaming-wifi","Asus","Asus ROG STRIX B850-A GAMING WIFI ATX AM5 Motherboard","AM5","https://m.media-amazon.com/images/I/515foeFWRnL.jpg","ATX","AMD B850",192,"DDR5","4","",269.99,"MOBO"
"ASRock B760M-HDV/M.2","https://pcpartpicker.com/product/j2WJ7P/asrock-b760m-hdvm2-micro-atx-lga1700-motherboard-b760m-hdvm2","ASRock","ASRock B760M-HDV/M.2 Micro ATX LGA1700 Motherboard","LGA1700","//cdna.pcpartpicker.com/static/forever/images/product/6d1f619fbf406671849ca10109dbd413.256p.jpg","Micro ATX","Intel B760",96,"DDR5","2","2260/2280 M-key
                        
                            2280 M-key
                        
                            2230 E-key",94.99,"MOBO"
"ASRock X870 Pro RS WiFi","https://pcpartpicker.com/product/mtcgXL/asrock-x870-pro-rs-wifi-atx-am5-motherboard-x870-pro-rs-wifi","ASRock","ASRock X870 Pro RS WiFi ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/3c18873a597e1d70ab53fca8e67c2897.256p.jpg","ATX","AMD X870",256,"DDR5","4","2280 M-key
                        
                            2230/2242/2260/2280 M-key
                        
                            2280 M-key
                        
                             E-key",219.99,"MOBO"
"Asus TUF GAMING Z790-PLUS WIFI","https://pcpartpicker.com/product/s3cG3C/asus-tuf-gaming-z790-plus-wifi-atx-lga1700-motherboard-tuf-gaming-z790-plus-wifi","Asus","Asus TUF GAMING Z790-PLUS WIFI ATX LGA1700 Motherboard","LGA1700","//cdna.pcpartpicker.com/static/forever/images/product/aeb8a7dad48da098b42945e9439076fe.256p.jpg","ATX","Intel Z790",192,"DDR5","4","",198,"MOBO"
"MSI MEG X870E GODLIKE","https://pcpartpicker.com/product/pRLdnQ/msi-meg-x870e-godlike-eatx-am5-motherboard-meg-x870e-godlike","MSI","MSI MEG X870E GODLIKE EATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/ad4f70457b02886f1e6f9c9ae20a72f1.256p.jpg","EATX","AMD X870E",256,"DDR5","4","2260/2280 M-key
                        
                            2260/2280 M-key
                        
                            2280/22110 M-key
                        
                            2260/2280 M-key
                        
                            2260/2280 M-key",1329.99,"MOBO"
"MSI MPG X870E CARBON WIFI","https://pcpartpicker.com/product/dGWJ7P/msi-mpg-x870e-carbon-wifi-atx-am5-motherboard-mpg-x870e-carbon-wifi","MSI","MSI MPG X870E CARBON WIFI ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/fac31c8cea999908580b1081eed58c0e.256p.jpg","ATX","AMD X870E",256,"DDR5","4","",598.71,"MOBO"
"ASRock B450M/ac R2.0","https://pcpartpicker.com/product/KcyH99/asrock-b450mac-r20-micro-atx-am4-motherboard-b450mac-r20","ASRock","ASRock B450M/ac R2.0 Micro ATX AM4 Motherboard","AM4","//cdna.pcpartpicker.com/static/forever/images/product/3097c6aa9533b84ddbaa1ce0be506081.256p.jpg","Micro ATX","AMD B450",128,"DDR4","4","2242/2260/2280 M-key
                        
                            2230 E-key",74.99,"MOBO"
"Gigabyte B650 AORUS ELITE AX","https://pcpartpicker.com/product/WBwypg/gigabyte-b650-aorus-elite-ax-atx-am5-motherboard-b650-aorus-elite-ax","Gigabyte","Gigabyte B650 AORUS ELITE AX ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/322a6059c413dd736536e5ad5c3a2285.256p.jpg","ATX","AMD B650",192,"DDR5","4","",199.99,"MOBO"
"MSI A520M-A PRO","https://pcpartpicker.com/product/nZTzK8/msi-a520m-a-pro-micro-atx-am4-motherboard-a520m-a-pro","MSI","MSI A520M-A PRO Micro ATX AM4 Motherboard","AM4","https://m.media-amazon.com/images/I/61rBzM2fjzL.jpg","Micro ATX","AMD A520",64,"DDR4","2","",80.14,"MOBO"
"Gigabyte B550 EAGLE WIFI6","https://pcpartpicker.com/product/fzNscf/gigabyte-b550-eagle-wifi6-atx-am4-motherboard-b550-eagle-wifi6","Gigabyte","Gigabyte B550 EAGLE WIFI6 ATX AM4 Motherboard","AM4","//cdna.pcpartpicker.com/static/forever/images/product/9435af2197a80fcb37bc356ec9b83413.256p.jpg","ATX","AMD B550",128,"DDR4","4","",139.26,"MOBO"
"Gigabyte Z790 EAGLE AX","https://pcpartpicker.com/product/Yj7scf/gigabyte-z790-eagle-ax-atx-lga1700-motherboard-z790-eagle-ax","Gigabyte","Gigabyte Z790 EAGLE AX ATX LGA1700 Motherboard","LGA1700","//cdna.pcpartpicker.com/static/forever/images/product/3d487ee6ea150ca534c123f409cbae68.256p.jpg","ATX","Intel Z790",192,"DDR5","4","2280/22110 M-key
                        
                            2280 M-key
                        
                            2280 M-key",174.99,"MOBO"
"ASRock X870 Pro RS","https://pcpartpicker.com/product/rk4Zxr/asrock-x870-pro-rs-atx-am5-motherboard-x870-pro-rs","ASRock","ASRock X870 Pro RS ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/a7829aa75b8f218b039fc3f48c3fb516.256p.jpg","ATX","AMD X870",256,"DDR5","4","2280 M-key
                        
                            2230/2242/2260/2280 M-key
                        
                            2280 M-key
                        
                            2230 E-key",209.99,"MOBO"
"Gigabyte X870I AORUS PRO ICE","https://pcpartpicker.com/product/3LV2FT/gigabyte-x870i-aorus-pro-ice-mini-itx-am5-motherboard-x870i-aorus-pro-ice","Gigabyte","Gigabyte X870I AORUS PRO ICE Mini ITX AM5 Motherboard","AM5","https://m.media-amazon.com/images/I/51hWwrwXpPL.jpg","Mini ITX","AMD X870",128,"DDR5","2","",299.99,"MOBO"
"Gigabyte A520I AC","https://pcpartpicker.com/product/s6tKHx/gigabyte-a520i-ac-mini-itx-am4-motherboard-a520i-ac","Gigabyte","Gigabyte A520I AC Mini ITX AM4 Motherboard","AM4","//cdna.pcpartpicker.com/static/forever/images/product/87329029966463ec6eac31fad52fae85.256p.jpg","Mini ITX","AMD A520",64,"DDR4","2","",119.99,"MOBO"
"Asus TUF GAMING X870-PLUS WIFI","https://pcpartpicker.com/product/KT88TW/asus-tuf-gaming-x870-plus-wifi-atx-am5-motherboard-tuf-gaming-x870-plus-wifi","Asus","Asus TUF GAMING X870-PLUS WIFI ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/0817e1eae7204d437ef0084b49c0c855.256p.jpg","ATX","AMD X870",192,"DDR5","4","",252.4,"MOBO"
"MSI MAG X870E TOMAHAWK WIFI","https://pcpartpicker.com/product/mgJBD3/msi-mag-x870e-tomahawk-wifi-atx-am5-motherboard-mag-x870e-tomahawk-wifi","MSI","MSI MAG X870E TOMAHAWK WIFI ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/d45365fc05268cf82bf9720808262049.256p.jpg","ATX","AMD X870E",256,"DDR5","4","",348,"MOBO"
"MSI PRO B760M-P DDR4","https://pcpartpicker.com/product/M6nypg/msi-pro-b760m-p-ddr4-micro-atx-lga1700-motherboard-pro-b760m-p-ddr4","MSI","MSI PRO B760M-P DDR4 Micro ATX LGA1700 Motherboard","LGA1700","//cdna.pcpartpicker.com/static/forever/images/product/bc24eb1e51b0165c40c5fa45e30055ce.256p.jpg","Micro ATX","Intel B760",128,"DDR4","4","2242/2260/2280 M-key
                        
                            2242/2260/2280 M-key",99.99,"MOBO"
"Asus TUF GAMING B650M-E WIFI","https://pcpartpicker.com/product/nfyH99/asus-tuf-gaming-b650m-e-wifi-micro-atx-am5-motherboard-tuf-gaming-b650m-e-wifi","Asus","Asus TUF GAMING B650M-E WIFI Micro ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/72cc976378dc0a1ba1f4cbd2e4be5754.256p.jpg","Micro ATX","AMD B650",192,"DDR5","4","2242/2260/2280 M-key
                        
                            2242/2260/2280 M-key",129.99,"MOBO"
"Asus ROG STRIX Z790-A GAMING WIFI II","https://pcpartpicker.com/product/p8P8TW/asus-rog-strix-z790-a-gaming-wifi-ii-atx-lga1700-motherboard-rog-strix-z790-a-gaming-wifi-ii","Asus","Asus ROG STRIX Z790-A GAMING WIFI II ATX LGA1700 Motherboard","LGA1700","//cdna.pcpartpicker.com/static/forever/images/product/f8ae5122cf0714c64af32c0d940ce6d7.256p.jpg","ATX","Intel Z790",192,"DDR5","4","2242/2260/2280/22110 M-key
                        
                            2280 M-key
                        
                            2280 M-key
                        
                            2242/2260/2280/22110 M-key
                        
                            2242/2260/2280 M-key",589,"MOBO"
