"","name","price","socket","form_factor","max_memory","memory_slots","color"
"1462","Asus ROG CROSSHAIR VI EXTREME",NA,"AM4","EATX",64,4,"Black / Silver"
"1463","Asus Pro B560M-C/CSM",NA,"LGA1200","Micro ATX",128,4,"Green / Black"
"1464","Gigabyte GA-AX370-Gaming K3",NA,"AM4","ATX",64,4,"Black / Red"
"1465","MSI X370 GAMING PRO CARBON AC",NA,"AM4","ATX",64,4,"Black"
"1466","Gigabyte Z370 AORUS ULTRA GAMING 2.0",NA,"LGA1151-2","ATX",64,4,"Black / Silver"
"1467","ECS A320AM4-M3D",NA,"AM4","Micro ATX",32,2,"Black"
"1468","MSI MEG Z490 GODLIKE",NA,"LGA1200","EATX",128,4,"Black / Silver"
"1469","ASRock Z590 Extreme",NA,"LGA1200","ATX",128,4,"Black / Blue"
"1470","Gigabyte B660M D2H DDR4",NA,"LGA1700","Micro ATX",64,2,"Black"
"1471","Gigabyte H470M H",NA,"LGA1200","Micro ATX",64,2,"Black"
"1472","Biostar B550M-SILVER",NA,"AM4","Micro ATX",128,4,"Black / Silver"
"1473","Biostar B560MX-E PRO",NA,"LGA1200","Micro ATX",128,4,"Brown / Silver"
"1474","Gigabyte B760M GAMING X",NA,"LGA1700","Micro ATX",192,4,"Brown / Black"
"1475","ASRock H310CM-HG4",NA,"LGA1151-2","Micro ATX",32,2,"Black / Silver"
"1476","Asus PRIME H610M-K D4-ARGB",NA,"LGA1700","Micro ATX",64,2,"Black / Silver"
"1477","Gigabyte Z790 S DDR4 (rev. 1.0)",NA,"LGA1700","ATX",128,4,"Black"
"1478","MSI H310M PRO-M2",NA,"LGA1151-2","Micro ATX",32,2,"Brown / Black"
"1479","Asus PRIME B760M-K D4-CSM",NA,"LGA1700","Micro ATX",64,2,"Silver / Black"
"1480","Colorful CVN Z790 GAMING FROZEN V20",NA,"LGA1700","ATX",128,4,"Silver / Black"
"1481","Biostar B350GTN",NA,"AM4","Mini ITX",32,2,"Black"
"1482","MSI Z370 KRAIT GAMING",NA,"LGA1151-2","ATX",64,4,"Black / White"
"1483","EVGA Z370 FTW",NA,"LGA1151-2","ATX",64,4,"Black"
"1484","Gigabyte B360N WIFI",NA,"LGA1151-2","Mini ITX",32,2,"Black"
"1485","Asus TUF H310-Plus Gaming",NA,"LGA1151-2","ATX",32,2,"Orange / Black"
"1486","ASRock Z390 Taichi Ultimate",NA,"LGA1151-2","ATX",128,4,"Black / Silver"
"1487","Gigabyte Z490 VISION D",NA,"LGA1200","ATX",128,4,"Black / Silver"
"1488","Asus ROG STRIX H470-I GAMING",NA,"LGA1200","Mini ITX",64,2,"Black"
"1489","ASRock H470M-HDV",NA,"LGA1200","Micro ATX",64,2,"Black / Silver"
"1490","ASRock B760M Pro-A D4",NA,"LGA1700","Micro ATX",128,4,"White / Black"
"1491","Biostar B550GTQ",NA,"AM4","Micro ATX",128,4,"Black"
"1492","Gigabyte Z590 AORUS TACHYON",495.15,"LGA1200","EATX",64,2,"Black"
"1493","Asus Prime H370-Plus",NA,"LGA1151-2","ATX",64,4,"Silver / Black"
"1494","Biostar X470GTN",NA,"AM4","Mini ITX",32,2,"Black"
"1495","ASRock X370M-HDV",NA,"AM4","Micro ATX",32,2,"Black / Silver"
"1496","Asus ROG MAXIMUS XII APEX",NA,"LGA1200","ATX",64,2,"Black"
"1497","MSI B560-A PRO",NA,"LGA1200","ATX",128,4,"Black"
"1498","MSI PRO B650M-E",NA,"AM5","Micro ATX",96,2,"Black"
"1499","MSI PRO Z690-P WIFI",NA,"LGA1700","ATX",192,4,"Black"
"1500","ASRock H470M Pro4",NA,"LGA1200","Micro ATX",128,4,"Black / Silver"
"1501","Gigabyte B550M H",NA,"AM4","Micro ATX",64,2,"Black / Silver"
"1502","ASRock Z490M Pro4",NA,"LGA1200","Micro ATX",128,4,"Black / Silver"
"1503","MSI B350 KRAIT GAMING",NA,"AM4","ATX",64,4,"Black / White"
"1504","MSI B360M PRO-VH",NA,"LGA1151-2","Micro ATX",32,2,"Brown / Black"
"1505","Gigabyte H370 AORUS GAMING 3",NA,"LGA1151-2","ATX",64,4,"Black / Orange"
"1506","MSI H310M GAMING ARCTIC",NA,"LGA1151-2","Micro ATX",32,2,"White"
"1507","Gigabyte GA-AX370M-Gaming 3",NA,"AM4","Micro ATX",64,4,"Beige / Red"
"1508","Asus PRIME H310M-C/CSM",NA,"LGA1151-2","Micro ATX",32,2,"Green / Black"
"1509","Gigabyte X470 AORUS GAMING 7 WIFI-50",NA,"AM4","ATX",64,4,"Black / Silver"
"1510","ASRock H570 Steel Legend",NA,"LGA1200","ATX",128,4,"Silver / Black"
"1511","ASRock B660M PG Riptide",NA,"LGA1700","Micro ATX",128,4,"Black / Blue"
"1512","MSI PRO H410M-B",NA,"LGA1200","Micro ATX",64,2,"Black / Silver"
"1513","ASRock Z690-C/D5",NA,"LGA1700","ATX",192,4,"Black / Silver"
"1514","Asus PRIME A620M-A",NA,"AM5","Micro ATX",192,4,"Silver / Black"
"1515","Gigabyte B650E AORUS TACHYON",NA,"AM5","ATX",96,2,"Silver / Black"
"1516","Gigabyte H410M S2 V2",NA,"LGA1200","Micro ATX",64,2,"Gray / Black"
"1517","Biostar B760NH-E",NA,"LGA1700","Mini ITX",96,2,"Silver / Black"
"1518","ASRock X470 Master SLI",583.33,"AM4","ATX",64,4,"Black"
"1519","ASRock H570M Pro4",NA,"LGA1200","Micro ATX",128,4,"Silver / Black"
"1520","ASRock Z590 Taichi",NA,"LGA1200","ATX",128,4,"Black / Silver"
"1521","ASRock X370 GAMING X",NA,"AM4","ATX",64,4,"Black / Red"
"1522","Gigabyte B360N AORUS GAMING WIFI",NA,"LGA1151-2","Mini ITX",32,2,"Black / Orange"
"1523","MSI H310-A PRO",NA,"LGA1151-2","ATX",32,2,"Brown / Black"
"1524","Asus Prime H370-A/CSM",NA,"LGA1151-2","ATX",64,4,"Black / Silver"
"1525","Gigabyte H470M DS3H",NA,"LGA1200","Micro ATX",128,4,"Black / Silver"
"1526","MSI H410M PRO-VH",NA,"LGA1200","Micro ATX",64,2,"Black / Silver"
"1527","Asus PRIME H570M-PLUS",NA,"LGA1200","Micro ATX",128,4,"Silver / Black"
"1528","Gigabyte B660M D3H DDR4",NA,"LGA1700","Micro ATX",128,4,"Black"
"1529","Gigabyte Z690 AORUS ELITE AX DDR4 V2",NA,"LGA1700","ATX",128,4,"Black / Silver"
"1530","Asus PRIME H510M-E R2.0",NA,"LGA1200","Micro ATX",64,2,"Silver / Black"
"1531","MSI PRO B760-VC",NA,"LGA1700","ATX",192,4,"Black"
"1532","Gigabyte Z590M",NA,"LGA1200","Micro ATX",128,4,"Black / Brown"
"1533","MSI MAG H670 TOMAHAWK WIFI DDR4",NA,"LGA1700","ATX",128,4,"Black / Silver"
"1534","Gigabyte Z390 AORUS XTREME",NA,"LGA1151-2","EATX",128,4,"Black / Silver"
"1535","Asus Pro B460M-C/CSM",NA,"LGA1200","Micro ATX",128,4,"Green / Black"
"1536","Asus PRIME X370-A",NA,"AM4","ATX",64,4,"Black / Red"
"1537","MSI X370 GAMING M7 ACK",NA,"AM4","ATX",64,4,"Black / Silver"
"1538","MSI H370 GAMING PRO CARBON",NA,"LGA1151-2","ATX",64,4,"Black"
"1539","MSI H310M PRO-D",NA,"LGA1151-2","Micro ATX",32,2,"Brown / Black"
"1540","Asus Prime H310M-C R2.0/CSM",NA,"LGA1151-2","Micro ATX",32,2,"Green"
"1541","Biostar H410MH",NA,"LGA1200","Micro ATX",64,2,"Black"
"1542","Gigabyte H510M-S2H-V2-rev-13",NA,"LGA1200","Micro ATX",64,4,"Black"
"1543","MSI PRO B760-P DDR4",NA,"LGA1700","ATX",128,4,"Black / Silver"
"1544","Asus PRIME H610I-PLUS-CSM",NA,"LGA1700","Mini ITX",96,2,"Black / Silver"
"1545","MSI PRO A620M-C EX",NA,"AM5","Micro ATX",96,2,"Black"
"1546","Supermicro C9Z390-CG-IW",590.5,"LGA1151-2","Mini ITX",64,2,"Black"
"1547","EVGA Z490 DARK K|NGP|N",NA,"LGA1200","EATX",64,2,"Black / Yellow"
"1548","Biostar B760A-SILVER",NA,"LGA1700","ATX",192,4,"Silver / Black"
"1549","Biostar TB350-BTC",NA,"AM4","ATX",32,2,"Black / Yellow"
"1550","ASRock H370 Pro4",NA,"LGA1151-2","ATX",64,4,"Black / Silver"
"1551","Gigabyte H310 D3",NA,"LGA1151-2","ATX",32,2,"Silver / Black"
"1552","ASRock Z490 Phantom Gaming 4/ax",NA,"LGA1200","ATX",128,4,"Black / Gray"
"1553","MSI B560M PRO WIFI",NA,"LGA1200","Micro ATX",64,2,"Black"
"1554","Gigabyte Z590M GAMING X",NA,"LGA1200","Micro ATX",128,4,"Black / Silver"
"1555","Biostar H510MH/E 2.0",NA,"LGA1200","Micro ATX",64,2,"Black"
"1556","Gigabyte Z690 UD AC",NA,"LGA1700","ATX",192,4,"Black"
"1557","Biostar B550MXC PRO",NA,"AM4","Micro ATX",128,4,"Brown / Black"
"1558","Gigabyte B760M E",NA,"LGA1700","Micro ATX",96,2,"Black / Gray"
"1559","Asus PRIME B650M-A AX6 II",NA,"AM5","Micro ATX",192,4,"Silver / Black"
"1560","ASRock X570 Creator",NA,"AM4","ATX",128,4,"Black / Silver"
"1561","Biostar A320MH PRO",NA,"AM4","Micro ATX",32,2,"Black / Yellow"
"1562","MSI H370 GAMING PLUS",NA,"LGA1151-2","ATX",64,4,"Black / Red"
"1563","Biostar X470GT8",NA,"AM4","ATX",64,4,"Black / Silver"
"1564","Gigabyte Z490 UD AC",NA,"LGA1200","ATX",128,4,"Black / Silver"
"1565","ASRock Z490 PG Velocita",NA,"LGA1200","ATX",128,4,"Black / Silver"
"1566","Biostar B550GTA",NA,"AM4","ATX",128,4,"Black"
"1567","Asus PRIME H470-PLUS",NA,"LGA1200","ATX",128,4,"Black / White"
"1568","EVGA Z590 FTW WIFI",NA,"LGA1200","ATX",128,4,"Black / Silver"
"1569","Gigabyte B660M AORUS Pro AX",NA,"LGA1700","Micro ATX",192,4,"Black"
"1570","MSI B560M PRO-VDH WIFI (CEC)",NA,"LGA1200","Micro ATX",128,4,"Black"
"1571","ASRock A620M-C",NA,"AM5","Micro ATX",192,4,"Black"
"1572","ASRock B660M-HDVP/D5 R2.0",NA,"LGA1700","Micro ATX",96,2,"Black / Silver"
"1573","Gigabyte Z790 EAGLE",NA,"LGA1700","ATX",192,4,"Gray / Black"
"1574","Biostar B760MX2-E PRO D4",NA,"LGA1700","Micro ATX",128,4,"Silver / Black"
"1575","Biostar B350GT5",NA,"AM4","ATX",64,4,"Black / White"
"1576","Gigabyte Z370 AORUS Gaming K3 (rev. 1.0)",NA,"LGA1151-2","ATX",64,4,"Black / Red"
"1577","MSI A320M PRO-VHL",NA,"AM4","Micro ATX",32,2,"Brown / Black"
"1578","Gigabyte H370M DS3H",NA,"LGA1151-2","Micro ATX",64,4,"Silver / Black"
"1579","MSI H310I PRO",NA,"LGA1151-2","Mini ITX",32,2,"Black"
"1580","EVGA Z370 Micro ATX",NA,"LGA1151-2","Micro ATX",32,2,"Black / Silver"
"1581","Gigabyte H370M D3H GSM",NA,"LGA1151-2","Micro ATX",64,4,"Black / Silver"
"1582","ASRock Z390 PHANTOM GAMING 7",NA,"LGA1151-2","ATX",128,4,"Black / Silver"
"1583","ASRock X570 Extreme4 WiFi ax",NA,"AM4","ATX",128,4,"Black / Silver"
"1584","Biostar B450GT3",NA,"AM4","Micro ATX",64,4,"Black / Silver"
"1585","Gigabyte H410M DS2V",NA,"LGA1200","Micro ATX",64,2,"Black / Silver"
"1586","ASRock Z490 Phantom Gaming 4/ac",NA,"LGA1200","ATX",128,4,"Black / Gray"
"1587","ASRock H470M-ITX/ac",NA,"LGA1200","Mini ITX",64,2,"Black / Silver"
"1588","EVGA Z490 FTW WIFI",NA,"LGA1200","ATX",128,4,"Black"
"1589","ASRock Z590 PG Velocita",NA,"LGA1200","ATX",128,4,"Silver / Black"
"1590","ASRock Z590 Phantom Gaming 4/ac",NA,"LGA1200","ATX",128,4,"Silver / Black"
"1591","Gigabyte Z490 UD AC-Y1",NA,"LGA1200","ATX",128,4,"Black"
"1592","MSI PRO H610M-C EX",NA,"LGA1700","Micro ATX",96,2,"Black / Silver"
"1593","Biostar B760MX-E D4",NA,"LGA1700","Micro ATX",64,2,"Black"
"1594","Biostar B760MX2-E",NA,"LGA1700","Micro ATX",96,2,"Black"
"1595","Asus PRIME B760-PLUS-CSM",NA,"LGA1700","ATX",192,4,"Silver / Black"
"1596","Asus PRIME H610M-R D4-CSM",NA,"LGA1700","Micro ATX",64,2,"Black"
"1597","Asus PRIME H610M-E",NA,"LGA1700","Micro ATX",96,2,"Silver / Black"
"1598","Gigabyte B760M AORUS ELITE AX (rev. 1.2)",NA,"LGA1700","Micro ATX",192,1,"Black / Silver"
"1599","Asus PRIME A520M-R-CSM",NA,"AM4","Micro ATX",64,2,"Silver / Black"
"1600","Biostar B760M-SILVER",NA,"LGA1700","Micro ATX",192,4,"Silver / Black"
"1601","Asus Pro B760M-C-CSM",NA,"LGA1700","Micro ATX",128,4,"Green / Black"
"1602","MSI B360 GAMING PRO CARBON",NA,"LGA1151-2","ATX",64,4,"Black"
"1603","MSI A320M BAZOOKA",NA,"AM4","Micro ATX",64,4,"Black / White"
"1604","EVGA Z370 Classified K",NA,"LGA1151-2","ATX",64,4,"Black / Silver"
"1605","EVGA B360 Micro Gaming",NA,"LGA1151-2","Micro ATX",32,2,"Black / Yellow"
"1606","MSI X470 GAMING PRO CARBON AC",NA,"AM4","ATX",64,4,"Black / Silver"
"1607","Gigabyte B460M D2V",NA,"LGA1200","Micro ATX",64,2,"Black / Silver"
"1608","ASRock H470 Phantom Gaming 4",NA,"LGA1200","ATX",128,4,"Black / Gray"
"1609","Asus Pro H410M-C/CSM",NA,"LGA1200","Micro ATX",64,2,"Green"
"1610","Colorful BATTLE-AX B550M-HD PRO V14",NA,"AM4","Micro ATX",64,2,"Black"
"1611","Biostar B660MX-E",NA,"LGA1700","Micro ATX",64,2,"Gray / Black"
"1612","Gigabyte Z790 AORUS ELITE",NA,"LGA1700","ATX",192,4,"Black"
"1613","Biostar B660MX-E PRO",NA,"LGA1700","Micro ATX",128,4,"Black / Silver"
"1614","Gigabyte H610M S2 DDR4 (rev. 1.2)",NA,"LGA1700","Micro ATX",64,2,"Black"
"1615","Asus PRIME B760M-A D4-CSM",NA,"LGA1700","Micro ATX",128,4,"Silver / Black"
"1616","Gigabyte B760M D2H",NA,"LGA1700","Micro ATX",96,2,"Black"
"1617","Biostar B45M2",NA,"AM4","Micro ATX",32,2,"Black / Silver"
"1618","Asus PRIME H610M-A WIFI D4-CSM",NA,"LGA1700","Micro ATX",64,2,"Silver / Black"
"1619","Gigabyte A620M C",NA,"AM5","Micro ATX",192,4,"Gray / Black"
"1620","Asus PRIME H610M-K ARGB-CSM",NA,"LGA1700","Micro ATX",96,2,"Black / Silver"
"1621","ASRock B760M Pro-A",NA,"LGA1700","Micro ATX",192,4,"White / Black"
"1622","Asus EX-B760M-V7",NA,"LGA1700","Micro ATX",96,2,"Black / Red"
"1623","Asus PRIME B760M-F",NA,"LGA1700","Micro ATX",96,2,"Black / Gray"
"1624","Biostar Z490GTA EVO",NA,"LGA1200","ATX",128,4,"Black"
"1625","Gigabyte B660-AORUS-ELITE-AX-DDR4",NA,"LGA1700","ATX",128,4,"Black"
"1626","Biostar B560MHP 2.0",NA,"LGA1200","Micro ATX",64,2,"Black"
"1627","Asus STRIX Z370-G GAMING",NA,"LGA1151-2","Micro ATX",64,4,"Black / Silver"
"1628","Gigabyte B360M D3H GSM",NA,"LGA1151-2","Micro ATX",64,4,"Black"
"1629","Gigabyte Q370M D3H GSM PLUS",NA,"LGA1151-2","Micro ATX",64,4,"Black"
"1630","ASRock Z390 Phantom Gaming 9",NA,"LGA1151-2","ATX",128,4,"Black / Silver"
"1631","Asus EX-B360M-V5",NA,"LGA1151-2","Micro ATX",32,2,"Black / Red"
"1632","MSI B360M BAZOOKA PLUS",NA,"LGA1151-2","Micro ATX",64,4,"Black / Silver"
"1633","EVGA Z390 DARK",NA,"LGA1151-2","EATX",64,2,"Black / Gold"
"1634","Gigabyte GA-AB350M-D3V",NA,"AM4","Micro ATX",32,2,"Brown / Black"
"1635","Gigabyte H470I AORUS PRO AX",NA,"LGA1200","Mini ITX",64,2,"Black / Silver"
"1636","Asus ROG STRIX Z490-G GAMING",NA,"LGA1200","Micro ATX",128,4,"Black"
"1637","ASRock B460 Pro4",NA,"LGA1200","ATX",128,4,"Black / Silver"
"1638","Supermicro C9Z490-PGW",NA,"LGA1200","ATX",128,4,"Black"
"1639","Asus Pro Q470M-C/CSM",NA,"LGA1200","Micro ATX",128,4,"Green"
"1640","Asus PRIME B460I-PLUS",NA,"LGA1200","Mini ITX",64,2,"Silver / Black"
"1641","Colorful CVN B550M GAMING PRO V14",NA,"AM4","Micro ATX",128,4,"Black / Silver"
"1642","MSI B550M PRO-DASH",NA,"AM4","Micro ATX",128,4,"Black"
"1643","ASRock B560M Pro4/ac+",NA,"LGA1200","Micro ATX",128,4,"Black / Silver"
"1644","Asus EX-B660M-V5 D4",NA,"LGA1700","Micro ATX",64,2,"Red / Black"
"1645","Asus PRIME H670-PLUS D4-CSM",NA,"LGA1700","ATX",128,4,"Silver / Black"
"1646","MSI PRO B660-A",NA,"LGA1700","ATX",192,4,"Black / Silver"
"1647","Gigabyte Q570M D3H",NA,"LGA1200","Micro ATX",128,4,"Black"
"1648","Biostar Z790A-SILVER",NA,"LGA1700","ATX",192,4,"Black / Silver"
"1649","Gigabyte Q670M D3H DDR4 (rev. 1.0)",NA,"LGA1700","Micro ATX",128,4,"Brown / Black"
"1650","Biostar B660MXC PRO",NA,"LGA1700","Micro ATX",128,4,"Black / Silver"
"1651","MSI Z490 PLUS",NA,"LGA1200","ATX",128,4,"Black"
"1652","Asus PRIME B760M-R D4-CSM",NA,"LGA1700","Micro ATX",64,2,"Black / Silver"
"1653","Biostar B650MS2-E",NA,"AM5","Micro ATX",96,2,"Black"
"1654","Asus PRO H610M-C D4-CSM",NA,"LGA1700","Micro ATX",64,2,"Green / Black"
"1655","EVGA Z590 DARK",799,"LGA1200","EATX",64,2,"Black"
"1656","ASRock H470 Steel Legend",NA,"LGA1200","ATX",128,4,"Black / Silver"
"1657","MSI Z370 GODLIKE GAMING",NA,"LGA1151-2","EATX",64,4,"Black"
"1658","Biostar B360MHD PRO",NA,"LGA1151-2","Micro ATX",32,2,"Black"
"1659","Biostar H310MHD PRO",NA,"LGA1151-2","Micro ATX",32,2,"Black"
"1660","EVGA H370 Stinger",NA,"LGA1151-2","Mini ITX",32,2,"Black"
"1661","Biostar X570GT",NA,"AM4","Micro ATX",128,4,"Black"
"1662","Gigabyte H470 AORUS PRO AX",NA,"LGA1200","ATX",128,4,"Black / Silver"
"1663","Gigabyte GA-B460M AORUS ELITE",NA,"LGA1200","Micro ATX",128,4,"Black / Orange"
"1664","Biostar Z490GTA",NA,"LGA1200","ATX",128,4,"Black"
"1665","MSI H410M PRO-C",NA,"LGA1200","Micro ATX",64,2,"Black / Silver"
"1666","Gigabyte B660M GAMING X AX",NA,"LGA1700","Micro ATX",192,4,"Black"
"1667","Biostar B650M-SILVER",NA,"AM5","Micro ATX",192,4,"Silver / Black"
"1668","Gigabyte H470M K",NA,"LGA1200","Micro ATX",64,2,"Black"
"1669","Gigabyte B760M AORUS ELITE DDR4",NA,"LGA1700","Micro ATX",128,4,"Black"
"1670","Biostar B760T-SILVER",NA,"LGA1700","Mini ITX",96,2,"Silver / Black"
"1671","MSI PRO B760M-G",NA,"LGA1700","Micro ATX",96,2,"Black"
"1672","Asus PRIME B760M-K-CSM",NA,"LGA1700","Micro ATX",96,2,"Silver / Black"
"1673","MSI PRO H610M-G II",NA,"LGA1700","Micro ATX",96,2,"Black"
"1674","Gigabyte Z690 AORUS TACHYON",NA,"LGA1700","EATX",96,2,"Black"
"1675","Biostar H410MHG",NA,"LGA1200","Micro ATX",64,2,"Black"
"1676","Biostar X370GT3",NA,"AM4","Micro ATX",64,4,"Black / White"
"1677","Biostar B350GT3",NA,"AM4","Micro ATX",64,4,"Black / White"
"1678","ASRock Z370 Killer SLI",NA,"LGA1151-2","ATX",64,4,"Black / Silver"
"1679","MSI B350M PRO-VH PLUS",NA,"AM4","Micro ATX",32,2,"Brown / Black"
"1680","ASRock Fatal1ty B360 Gaming K4",NA,"LGA1151-2","ATX",64,4,"Black"
"1681","ASRock Fatal1ty H370 Performance",NA,"LGA1151-2","ATX",64,4,"Black"
"1682","Gigabyte B360 AORUS GAMING 3",NA,"LGA1151-2","ATX",64,4,"Black / Orange"
"1683","MSI H310M PRO-VL",NA,"LGA1151-2","Micro ATX",32,2,"Brown / Black"
"1684","ASRock H310M-G/M.2",NA,"LGA1151-2","Micro ATX",32,2,"Black / Silver"
"1685","Biostar X470NH",NA,"AM4","Mini ITX",32,2,"Black / Silver"
"1686","Asus PRIME A520M-E/CSM",NA,"AM4","Micro ATX",64,2,"Black"
"1687","Gigabyte H510M DS2V",NA,"LGA1200","Micro ATX",64,2,"Black"
"1688","Asus Pro H510M-C/CSM",NA,"LGA1200","Micro ATX",64,2,"Green"
"1689","Gigabyte Z690 AORUS ELITE",NA,"LGA1700","ATX",192,4,"Black"
"1690","Gigabyte B660 GAMING X",NA,"LGA1700","ATX",192,4,"Black"
"1691","Asus EX-B760M-V5",NA,"LGA1700","Micro ATX",96,2,"Red / Black"
"1692","ASRock B760M-HDVP",NA,"LGA1700","Micro ATX",96,2,"Black / Silver"
"1693","Gigabyte B760M GAMING WIFI PLUS",NA,"LGA1700","Micro ATX",96,2,"Silver / Black"
"1694","Asus PRIME H410M-K R3.0",NA,"LGA1200","Micro ATX",64,2,"Silver / Black"
"1695","Gigabyte B550 AORUS ELITE AX V3 (rev. 1.5)",NA,"AM4","ATX",128,4,"Black"
"1696","ASRock B660M-ITX/eDP",NA,"LGA1700","Mini ITX",64,2,"Black / Silver"
"1697","NZXT N7 Z370",NA,"LGA1151-2","ATX",64,4,"Black"
"1698","Biostar Z370GT6",NA,"LGA1151-2","ATX",64,4,"Yellow / Black"
"1699","Gigabyte B360M GAMING HD",NA,"LGA1151-2","Micro ATX",32,2,"Silver / Red"
"1700","Gigabyte Z370M AORUS Gaming",NA,"LGA1151-2","Micro ATX",64,4,"Black / Silver"
"1701","ASRock Q370M VPRO",NA,"LGA1151-2","Micro ATX",64,4,"Black"
"1702","ASRock A520M-HDVP/DASH",NA,"AM4","Micro ATX",64,2,"Black / Silver"
"1703","MSI H410I PRO WIFI",NA,"LGA1200","Mini ITX",64,2,"Black / Silver"
"1704","Gigabyte H410M HD3P",NA,"LGA1200","Micro ATX",64,2,"Black / Silver"
"1705","Gigabyte H410M SH2 V2",NA,"LGA1200","Micro ATX",64,2,"Black / Silver"
"1706","Gigabyte H510M S2",NA,"LGA1200","Micro ATX",64,2,"Black"
"1707","ASRock Z590 Phantom Gaming 4/ac+",NA,"LGA1200","ATX",128,4,"Black"
"1708","Asus PRIME H410I-PLUS/CSM",NA,"LGA1200","Mini ITX",64,2,"Black"
"1709","MSI A520M PRO-C DASH",NA,"AM4","Micro ATX",64,2,"Brown / Black"
"1710","Gigabyte Z690 UD AX DDR4 V2",NA,"LGA1700","ATX",128,4,"Black"
"1711","Asus PRIME H410M-F",NA,"LGA1200","Micro ATX",64,2,"Black / Silver"
"1712","Asus PRIME H610M-F D4",NA,"LGA1700","Micro ATX",64,2,"Black / Silver"
"1713","MSI PRO-B660M-VC-WIFI-DDR4",NA,"LGA1700","Micro ATX",128,4,"Black"
"1714","Biostar H410MH S2",NA,"LGA1200","Micro ATX",64,2,"Black"
"1715","Biostar H510MH 2.0",NA,"LGA1200","Micro ATX",64,2,"Black / Silver"
"1716","Biostar B560M-SILVER",NA,"LGA1200","Micro ATX",128,4,"Silver / Black"
"1717","ECS B450AM4-M",NA,"AM4","Micro ATX",64,4,"Brown / Black"
"1718","Biostar B760MXC PRO 2.0",NA,"LGA1700","Micro ATX",128,4,"Black / Silver"
"1719","Asus PRIME A620M-K-CSM",NA,"AM5","Micro ATX",96,2,"Black / Silver"
"1720","Asus Pro Q670M-CE-CSM",NA,"LGA1700","Micro ATX",192,4,"Green / Black"
"1721","Asus PRIME B650M-A AX6 II-CSM",NA,"AM5","Micro ATX",192,4,"Black"
"1722","Gigabyte B760M GAMING PLUS WIFI DDR4",NA,"LGA1700","Micro ATX",128,4,"Black / Silver"
"1723","Asus PRIME B650M-A WIFI II-CSM",NA,"AM5","Micro ATX",192,4,"Silver / Black"
"1724","Gigabyte H310M S2V",NA,"LGA1151-2","Micro ATX",32,2,"Black / Silver"
"1725","Gigabyte H310M DS2V",NA,"LGA1151-2","Micro ATX",32,2,"Silver / Black"
"1726","Biostar B360GT5S",NA,"LGA1151-2","ATX",64,4,"Black"
"1727","Biostar X470GTQ",NA,"AM4","Micro ATX",64,4,"Black / Silver"
"1728","Gigabyte Z490 AORUS ULTRA G2",NA,"LGA1200","ATX",128,4,"Black / Red"
"1729","Supermicro C9Z490-PG",NA,"LGA1200","ATX",128,4,"Black"
"1730","ASRock Z490D4U-2L2T",NA,"LGA1200","Micro ATX",128,4,"Green / Blue"
"1731","ASRock A520M-HDVP",NA,"AM4","Micro ATX",64,2,"Black / Silver"
"1732","Asus PRIME H470-PLUS/CSM",NA,"LGA1200","ATX",128,4,"Black / Silver"
"1733","Biostar B450GT",NA,"AM4","Micro ATX",128,4,"Black"
"1734","Biostar Z490GTN",NA,"LGA1200","Mini ITX",64,2,"Black"
"1735","Biostar Z590I Valkyrie",NA,"LGA1200","Mini ITX",64,2,"Black / Gold"
"1736","ASRock B660M-HDVP/D5",NA,"LGA1700","Micro ATX",96,2,"Black / Silver"
"1737","Asus Pro H610M-C-CSM",NA,"LGA1700","Micro ATX",64,2,"Green / Black"
"1738","Gigabyte B660M GAMING X",NA,"LGA1700","Micro ATX",192,4,"Black"
"1739","MSI PRO B660M-B",NA,"LGA1700","Micro ATX",96,2,"Black / Silver"
"1740","Gigabyte H610M HD3P (rev. 1.0)",NA,"LGA1700","Micro ATX",64,2,"Brown / Black"
"1741","MSI Z790-S01",NA,"LGA1700","ATX",192,4,"Black / Silver"
"1742","Gigabyte B660-AORUS-ELITE-DDR4",NA,"LGA1700","ATX",128,4,"Black"
"1743","Asus PRIME-H510M-F",NA,"LGA1200","Micro ATX",64,2,"Black / Silver"
"1744","Asus PRO-B660M-C-CSM",NA,"LGA1700","Micro ATX",128,4,"Green / Black"
"1745","Biostar H510MX/E 2.0",NA,"LGA1200","Micro ATX",64,2,"Black"
"1746","Biostar B560MH-E 2.0",NA,"LGA1200","Micro ATX",64,2,"Brown / Black"
"1747","Gigabyte H510M S2 V2",NA,"LGA1200","Micro ATX",64,2,"Brown / Gray"
"1748","Gigabyte A620M S2H (rev. 1.0)",NA,"AM5","Micro ATX",96,2,"Black"
"1749","Asus PRIME H770-PLUS-CSM",NA,"LGA1700","ATX",192,4,"Silver / Black"
"1750","Asus Pro Q670M-CE D4-CSM",NA,"LGA1700","Micro ATX",128,4,"Green / Black"
"1751","Asus PRIME H610M-R-CSM",NA,"LGA1700","Micro ATX",96,2,"Black"
"1752","Gigabyte B650M D2H",NA,"AM5","Micro ATX",96,2,"Black"
"1753","Asus PRIME B650M-R-CSM",NA,"AM5","Micro ATX",96,2,"Silver / Black"
"1754","Gigabyte H610M S2 V3 DDR4",NA,"LGA1700","Micro ATX",64,2,"Black / Gray"
"1755","Gigabyte H610M D3H DDR4 (rev. 1.0)",NA,"LGA1700","Micro ATX",64,2,"Black"
